date,star,asset,buy,sell
2020-05-09,Kris,Metals,4.58,4.39
2020-05-09,Kris,Software,19.91,19.45
2020-05-09,Kris,StarGems,1428.0,1405.91
2020-05-09,Kris,Uranium,529.85,526.08
2020-05-09,Quin,Equipment,7.3,7.16
2020-05-09,Quin,Medicine,30.23,29.21
2020-05-09,Quin,Metals,3.0,2.92
2020-05-09,Quin,Software,12.82,12.42
2020-05-09,Quin,StarGems,1233.47,1213.78
2020-05-09,Quin,Uranium,569.55,551.59
2020-05-09,Reef,Equipment,9.71,9.44
2020-05-09,Reef,Medicine,47.77,47.23
2020-05-09,Reef,Metals,3.48,3.42
2020-05-09,Reef,Software,24.71,24.23
2020-05-09,Reef,StarGems,975.76,946.45
2020-05-09,Reef,Uranium,624.67,603.39
2020-05-09,Sand,Equipment,4.77,4.61
2020-05-09,Sand,Medicine,32.72,31.8
2020-05-09,Sand,Metals,2.64,2.6
2020-05-09,Sand,Software,16.34,16.26
2020-05-09,Sand,StarGems,1139.02,1120.31
2020-05-09,Sand,Uranium,388.53,379.19
2020-05-09,Sink,Equipment,5.82,5.68
2020-05-09,Sink,Medicine,27.66,27.0
2020-05-09,Sink,Metals,2.19,2.15
2020-05-09,Sink,Software,19.04,18.76
2020-05-09,Sink,StarGems,797.61,773.73
2020-05-09,Sink,Uranium,457.97,445.27
2020-05-09,Stan,Equipment,6.98,6.73
2020-05-09,Stan,Medicine,50.39,49.21
2020-05-09,Stan,Metals,3.9,3.81
2020-05-09,Stan,Software,28.78,28.05
2020-05-09,Stan,StarGems,1204.14,1184.87
2020-05-09,Stan,Uranium,509.24,498.95
2020-05-09,Task,Equipment,4.33,4.29
2020-05-09,Task,Medicine,38.82,37.79
2020-05-09,Task,Metals,4.22,4.16
2020-05-09,Task,Software,17.43,17.06
2020-05-09,Task,StarGems,834.3,814.38
2020-05-09,Task,Uranium,616.13,596.51
2020-05-09,York,Equipment,6.02,5.85
2020-05-09,York,Medicine,26.38,25.64
2020-05-09,York,Metals,2.3,2.24
2020-05-09,York,Software,23.53,22.7
2020-05-09,York,StarGems,1181.88,1150.49
2020-05-09,York,Uranium,549.27,534.32
2020-05-10,Sol,Equipment,6.73,6.56
2020-05-10,Sol,Medicine,36.8,35.69
2020-05-10,Sol,Metals,3.93,3.77
2020-05-10,Sol,Software,26.04,25.61
2020-05-10,Sol,StarGems,1127.48,1088.42
2020-05-10,Sol,Uranium,504.88,489.04
2020-05-10,Boyd,Equipment,9.25,9.04
2020-05-10,Boyd,Medicine,31.24,30.52
2020-05-10,Boyd,Metals,2.1,2.05
2020-05-10,Boyd,Software,26.11,25.34
2020-05-10,Boyd,StarGems,865.68,852.1
2020-05-10,Boyd,Uranium,360.79,354.18
2020-05-10,Fate,Equipment,6.55,6.43
2020-05-10,Fate,Medicine,37.95,36.61
2020-05-10,Fate,Metals,3.84,3.72
2020-05-10,Fate,Software,18.36,17.73
2020-05-10,Fate,StarGems,894.21,870.5
2020-05-10,Fate,Uranium,720.5,699.07
2020-05-10,Gaol,Equipment,4.55,4.45
2020-05-10,Gaol,Medicine,47.91,47.14
2020-05-10,Gaol,Metals,4.16,4.08
2020-05-10,Gaol,Software,21.28,21.01
2020-05-10,Gaol,StarGems,1001.19,973.36
2020-05-10,Gaol,Uranium,626.04,607.51
2020-05-10,Hook,Equipment,3.76,3.67
2020-05-10,Hook,Medicine,71.53,70.23
2020-05-10,Hook,Metals,3.55,3.46
2020-05-10,Hook,Software,19.0,18.17
2020-05-10,Hook,StarGems,1380.74,1352.61
2020-05-10,Hook,Uranium,594.3,583.55
2020-05-10,Ivan,Equipment,5.81,5.63
2020-05-10,Ivan,Medicine,38.89,38.05
2020-05-10,Ivan,Metals,3.25,3.19
2020-05-10,Ivan,Software,22.17,21.38
2020-05-10,Ivan,StarGems,967.31,955.28
2020-05-10,Ivan,Uranium,500.53,484.58
2020-05-10,Kirk,Equipment,7.17,7.0
2020-05-10,Kirk,Medicine,42.61,40.71
2020-05-10,Kirk,Metals,3.61,3.57
2020-05-10,Kirk,Software,19.83,19.56
2020-05-10,Kirk,StarGems,1035.33,1023.77
2020-05-10,Kirk,Uranium,420.37,414.94
2020-05-10,Kris,Equipment,7.16,6.99
2020-05-10,Kris,Medicine,44.54,43.5
2020-05-10,Kris,Metals,4.5,4.39
2020-05-10,Kris,Software,19.63,19.27
2020-05-10,Kris,StarGems,1489.84,1448.53
2020-05-10,Kris,Uranium,563.66,548.58
2020-05-10,Quin,Equipment,7.36,7.23
2020-05-10,Quin,Medicine,29.49,28.76
2020-05-10,Quin,Metals,2.88,2.82
2020-05-10,Quin,Software,13.03,12.41
2020-05-10,Quin,StarGems,1242.32,1185.73
2020-05-10,Quin,Uranium,559.75,548.3
2020-05-10,Reef,Equipment,9.76,9.44
2020-05-10,Reef,Medicine,47.83,46.84
2020-05-10,Reef,Metals,3.48,3.4
2020-05-10,Reef,Software,24.28,23.67
2020-05-10,Reef,StarGems,973.21,948.8
2020-05-10,Reef,Uranium,614.07,600.33
2020-05-10,Sand,Equipment,4.77,4.67
2020-05-10,Sand,Medicine,33.51,33.0
2020-05-10,Sand,Metals,2.62,2.55
2020-05-10,Sand,Software,15.9,15.33
2020-05-10,Sand,StarGems,1130.1,1112.93
2020-05-10,Sand,Uranium,385.59,378.2
2020-05-10,Sink,Equipment,6.01,5.76
2020-05-10,Sink,Medicine,27.82,27.05
2020-05-10,Sink,Metals,2.2,2.14
2020-05-10,Sink,Software,18.93,18.58
2020-05-10,Sink,StarGems,826.2,803.65
2020-05-10,Sink,Uranium,453.65,442.42
2020-05-10,Stan,Equipment,7.0,6.85
2020-05-10,Stan,Medicine,51.94,50.7
2020-05-10,Stan,Metals,3.91,3.79
2020-05-10,Stan,Software,29.13,28.04
2020-05-10,Stan,StarGems,1193.3,1164.24
2020-05-10,Stan,Uranium,524.31,510.1
2020-05-10,Task,Equipment,4.44,4.36
2020-05-10,Task,Medicine,39.2,38.05
2020-05-10,Task,Metals,4.22,4.17
2020-05-10,Task,Software,18.1,17.72
2020-05-10,Task,StarGems,855.4,837.04
2020-05-10,Task,Uranium,603.2,583.09
2020-05-10,York,Equipment,6.0,5.86
2020-05-10,York,Medicine,26.75,26.13
2020-05-10,York,Metals,2.34,2.27
2020-05-10,York,Software,23.77,23.07
2020-05-10,York,StarGems,1197.8,1162.51
2020-05-10,York,Uranium,560.21,544.42
2020-05-11,Sol,Equipment,6.92,6.71
2020-05-11,Sol,Medicine,37.12,36.55
2020-05-11,Sol,Metals,3.88,3.74
2020-05-11,Sol,Software,26.85,26.21
2020-05-11,Sol,StarGems,1117.52,1080.87
2020-05-11,Sol,Uranium,494.57,480.23
2020-05-11,Boyd,Equipment,8.92,8.68
2020-05-11,Boyd,Medicine,31.48,30.68
2020-05-11,Boyd,Metals,2.05,2.01
2020-05-11,Boyd,Software,25.67,25.1
2020-05-11,Boyd,StarGems,880.23,862.78
2020-05-11,Boyd,Uranium,370.94,359.98
2020-05-11,Fate,Equipment,6.34,6.2
2020-05-11,Fate,Medicine,38.42,37.23
2020-05-11,Fate,Metals,3.77,3.69
2020-05-11,Fate,Software,18.61,18.03
2020-05-11,Fate,StarGems,918.93,891.42
2020-05-11,Fate,Uranium,708.64,691.62
2020-05-11,Gaol,Equipment,4.62,4.51
2020-05-11,Gaol,Medicine,47.53,46.97
2020-05-11,Gaol,Metals,4.04,3.99
2020-05-11,Gaol,Software,21.33,20.89
2020-05-11,Gaol,StarGems,1026.12,991.31
2020-05-11,Gaol,Uranium,622.72,617.23
2020-05-11,Hook,Equipment,3.78,3.73
2020-05-11,Hook,Medicine,71.11,69.82
2020-05-11,Hook,Metals,3.45,3.34
2020-05-11,Hook,Software,18.87,18.44
2020-05-11,Hook,StarGems,1387.61,1344.52
2020-05-11,Hook,Uranium,600.1,583.91
2020-05-11,Ivan,Equipment,5.74,5.63
2020-05-11,Ivan,Medicine,39.33,38.26
2020-05-11,Ivan,Metals,3.29,3.18
2020-05-11,Ivan,Software,22.23,21.51
2020-05-11,Ivan,StarGems,978.07,951.83
2020-05-11,Ivan,Uranium,482.87,474.56
2020-05-11,Kirk,Equipment,7.12,6.94
2020-05-11,Kirk,Medicine,42.42,41.59
2020-05-11,Kirk,Metals,3.82,3.71
2020-05-11,Kirk,Software,20.75,20.02
2020-05-11,Kirk,StarGems,1027.73,996.7
2020-05-11,Kirk,Uranium,411.14,407.29
2020-05-11,Kris,Equipment,6.98,6.9
2020-05-11,Kris,Medicine,44.45,43.23
2020-05-11,Kris,Metals,4.41,4.29
2020-05-11,Kris,Software,19.82,19.5
2020-05-11,Kris,StarGems,1458.59,1432.71
2020-05-11,Kris,Uranium,560.66,544.7
2020-05-11,Quin,Equipment,7.62,7.36
2020-05-11,Quin,Medicine,29.39,28.61
2020-05-11,Quin,Metals,2.82,2.74
2020-05-11,Quin,Software,12.96,12.65
2020-05-11,Quin,StarGems,1228.3,1197.24
2020-05-11,Quin,Uranium,557.6,541.29
2020-05-11,Reef,Equipment,9.59,9.33
2020-05-11,Reef,Medicine,48.75,47.01
2020-05-11,Reef,Metals,3.37,3.27
2020-05-11,Reef,Software,25.11,24.34
2020-05-11,Reef,StarGems,1010.54,984.37
2020-05-11,Reef,Uranium,597.06,590.34
2020-05-11,Sand,Equipment,4.54,4.51
2020-05-11,Sand,Medicine,32.84,31.93
2020-05-11,Sand,Metals,2.67,2.6
2020-05-11,Sand,Software,15.76,15.55
2020-05-11,Sand,StarGems,1161.91,1144.03
2020-05-11,Sand,Uranium,384.72,375.01
2020-05-11,Sink,Equipment,6.01,5.85
2020-05-11,Sink,Medicine,27.46,26.6
2020-05-11,Sink,Metals,2.17,2.1
2020-05-11,Sink,Software,18.67,18.2
2020-05-11,Sink,StarGems,811.57,783.24
2020-05-11,Sink,Uranium,456.07,444.26
2020-05-11,Stan,Equipment,6.94,6.89
2020-05-11,Stan,Medicine,52.74,52.37
2020-05-11,Stan,Metals,3.93,3.82
2020-05-11,Stan,Software,28.69,28.22
2020-05-11,Stan,StarGems,1174.12,1145.34
2020-05-11,Stan,Uranium,533.11,514.67
2020-05-11,Task,Equipment,4.3,4.23
2020-05-11,Task,Medicine,37.99,37.22
2020-05-11,Task,Metals,4.18,4.03
2020-05-11,Task,Software,18.5,18.16
2020-05-11,Task,StarGems,861.31,835.14
2020-05-11,Task,Uranium,599.43,585.82
2020-05-11,York,Equipment,6.18,5.96
2020-05-11,York,Medicine,26.71,26.33
2020-05-11,York,Metals,2.32,2.25
2020-05-11,York,Software,22.81,22.24
2020-05-11,York,StarGems,1172.3,1157.88
2020-05-11,York,Uranium,558.29,547.8
2020-05-12,Sol,Equipment,7.04,6.88
2020-05-12,Sol,Medicine,37.78,37.1
2020-05-12,Sol,Metals,3.76,3.66
2020-05-12,Sol,Software,27.39,26.56
2020-05-12,Sol,StarGems,1115.42,1093.8
2020-05-12,Sol,Uranium,474.81,468.42
2020-05-12,Boyd,Equipment,8.99,8.65
2020-05-12,Boyd,Medicine,31.02,30.4
2020-05-12,Boyd,Metals,2.04,1.99
2020-05-12,Boyd,Software,25.93,25.45
2020-05-12,Boyd,StarGems,898.46,880.17
2020-05-12,Boyd,Uranium,367.01,354.0
2020-05-12,Fate,Equipment,6.28,6.13
2020-05-12,Fate,Medicine,37.36,36.45
2020-05-12,Fate,Metals,3.68,3.58
2020-05-12,Fate,Software,18.55,18.24
2020-05-12,Fate,StarGems,920.26,889.54
2020-05-12,Fate,Uranium,672.24,662.28
2020-05-12,Gaol,Equipment,4.74,4.56
2020-05-12,Gaol,Medicine,46.77,45.7
2020-05-12,Gaol,Metals,4.18,4.08
2020-05-12,Gaol,Software,20.92,20.44
2020-05-12,Gaol,StarGems,1011.23,999.13
2020-05-12,Gaol,Uranium,624.14,612.92
2020-05-12,Hook,Equipment,3.71,3.65
2020-05-12,Hook,Medicine,70.84,69.4
2020-05-12,Hook,Metals,3.45,3.37
2020-05-12,Hook,Software,18.72,18.33
2020-05-12,Hook,StarGems,1345.14,1313.56
2020-05-12,Hook,Uranium,610.4,586.13
2020-05-12,Ivan,Equipment,5.7,5.62
2020-05-12,Ivan,Medicine,38.27,37.69
2020-05-12,Ivan,Metals,3.28,3.21
2020-05-12,Ivan,Software,22.01,21.25
2020-05-12,Ivan,StarGems,965.88,939.33
2020-05-12,Ivan,Uranium,490.62,479.43
2020-05-12,Kirk,Equipment,7.24,7.08
2020-05-12,Kirk,Medicine,43.68,42.6
2020-05-12,Kirk,Metals,3.83,3.74
2020-05-12,Kirk,Software,20.54,19.89
2020-05-12,Kirk,StarGems,1008.27,992.56
2020-05-12,Kirk,Uranium,419.14,413.1
2020-05-12,Kris,Equipment,6.86,6.77
2020-05-12,Kris,Medicine,45.2,43.88
2020-05-12,Kris,Metals,4.35,4.27
2020-05-12,Kris,Software,19.93,19.78
2020-05-12,Kris,StarGems,1492.99,1454.29
2020-05-12,Kris,Uranium,556.49,544.09
2020-05-12,Quin,Equipment,7.72,7.48
2020-05-12,Quin,Medicine,28.99,28.55
2020-05-12,Quin,Metals,2.79,2.71
2020-05-12,Quin,Software,13.32,13.1
2020-05-12,Quin,StarGems,1284.09,1240.06
2020-05-12,Quin,Uranium,549.23,532.94
2020-05-12,Reef,Equipment,9.65,9.3
2020-05-12,Reef,Medicine,50.21,48.49
2020-05-12,Reef,Metals,3.31,3.29
2020-05-12,Reef,Software,24.59,24.17
2020-05-12,Reef,StarGems,994.27,966.73
2020-05-12,Reef,Uranium,603.45,594.28
2020-05-12,Sand,Equipment,4.65,4.55
2020-05-12,Sand,Medicine,32.78,32.25
2020-05-12,Sand,Metals,2.7,2.59
2020-05-12,Sand,Software,16.02,15.61
2020-05-12,Sand,StarGems,1160.2,1140.23
2020-05-12,Sand,Uranium,385.57,369.18
2020-05-12,Sink,Equipment,5.93,5.84
2020-05-12,Sink,Medicine,27.19,26.57
2020-05-12,Sink,Metals,2.2,2.12
2020-05-12,Sink,Software,18.33,17.78
2020-05-12,Sink,StarGems,769.82,758.72
2020-05-12,Sink,Uranium,453.3,441.0
2020-05-12,Stan,Equipment,7.01,6.86
2020-05-12,Stan,Medicine,53.16,52.2
2020-05-12,Stan,Metals,4.06,3.97
2020-05-12,Stan,Software,29.63,28.89
2020-05-12,Stan,StarGems,1152.25,1126.6
2020-05-12,Stan,Uranium,530.7,511.06
2020-05-12,Task,Equipment,4.27,4.18
2020-05-12,Task,Medicine,39.88,38.93
2020-05-12,Task,Metals,4.12,3.99
2020-05-12,Task,Software,18.77,18.33
2020-05-12,Task,StarGems,853.5,836.56
2020-05-12,Task,Uranium,586.01,571.23
2020-05-12,York,Equipment,6.14,6.04
2020-05-12,York,Medicine,27.09,26.64
2020-05-12,York,Metals,2.32,2.27
2020-05-12,York,Software,22.7,22.42
2020-05-12,York,StarGems,1141.78,1113.75
2020-05-12,York,Uranium,562.34,558.39
2020-05-13,Sol,Equipment,6.86,6.74
2020-05-13,Sol,Medicine,39.38,38.37
2020-05-13,Sol,Metals,3.69,3.62
2020-05-13,Sol,Software,26.79,26.39
2020-05-13,Sol,StarGems,1115.12,1091.29
2020-05-13,Sol,Uranium,475.12,462.09
2020-05-13,Boyd,Equipment,8.78,8.44
2020-05-13,Boyd,Medicine,31.28,30.62
2020-05-13,Boyd,Metals,2.01,1.94
2020-05-13,Boyd,Software,26.71,25.88
2020-05-13,Boyd,StarGems,890.85,863.46
2020-05-13,Boyd,Uranium,362.95,358.64
2020-05-13,Fate,Equipment,6.29,6.14
2020-05-13,Fate,Medicine,38.29,37.45
2020-05-13,Fate,Metals,3.76,3.67
2020-05-13,Fate,Software,19.44,18.7
2020-05-13,Fate,StarGems,897.08,864.29
2020-05-13,Fate,Uranium,684.49,674.36
2020-05-13,Gaol,Equipment,4.69,4.6
2020-05-13,Gaol,Medicine,48.24,47.51
2020-05-13,Gaol,Metals,4.21,4.07
2020-05-13,Gaol,Software,21.32,20.66
2020-05-13,Gaol,StarGems,1004.41,991.81
2020-05-13,Gaol,Uranium,623.7,612.37
2020-05-13,Hook,Equipment,3.75,3.67
2020-05-13,Hook,Medicine,72.66,70.5
2020-05-13,Hook,Metals,3.37,3.29
2020-05-13,Hook,Software,19.33,18.71
2020-05-13,Hook,StarGems,1308.01,1275.68
2020-05-13,Hook,Uranium,618.66,601.17
2020-05-13,Ivan,Equipment,5.77,5.66
2020-05-13,Ivan,Medicine,40.09,38.76
2020-05-13,Ivan,Metals,3.1,3.03
2020-05-13,Ivan,Software,22.31,21.94
2020-05-13,Ivan,StarGems,959.06,936.89
2020-05-13,Ivan,Uranium,501.67,484.14
2020-05-13,Kirk,Equipment,7.26,7.06
2020-05-13,Kirk,Medicine,44.1,43.13
2020-05-13,Kirk,Metals,3.76,3.71
2020-05-13,Kirk,Software,20.0,19.48
2020-05-13,Kirk,StarGems,1037.53,1000.42
2020-05-13,Kirk,Uranium,414.69,406.41
2020-05-13,Kris,Equipment,6.87,6.64
2020-05-13,Kris,Medicine,44.16,43.03
2020-05-13,Kris,Metals,4.54,4.4
2020-05-13,Kris,Software,20.01,19.51
2020-05-13,Kris,StarGems,1532.32,1500.84
2020-05-13,Kris,Uranium,553.5,539.74
2020-05-13,Quin,Equipment,7.57,7.35
2020-05-13,Quin,Medicine,28.53,28.23
2020-05-13,Quin,Metals,2.75,2.66
2020-05-13,Quin,Software,13.33,12.84
2020-05-13,Quin,StarGems,1249.87,1230.89
2020-05-13,Quin,Uranium,513.43,504.92
2020-05-13,Reef,Equipment,9.67,9.57
2020-05-13,Reef,Medicine,48.58,47.96
2020-05-13,Reef,Metals,3.41,3.36
2020-05-13,Reef,Software,24.3,23.42
2020-05-13,Reef,StarGems,992.4,958.14
2020-05-13,Reef,Uranium,598.4,577.5
2020-05-13,Sand,Equipment,4.72,4.55
2020-05-13,Sand,Medicine,32.95,32.3
2020-05-13,Sand,Metals,2.76,2.67
2020-05-13,Sand,Software,15.89,15.72
2020-05-13,Sand,StarGems,1200.9,1165.91
2020-05-13,Sand,Uranium,381.34,370.71
2020-05-13,Sink,Equipment,6.31,6.08
2020-05-13,Sink,Medicine,26.8,26.1
2020-05-13,Sink,Metals,2.28,2.2
2020-05-13,Sink,Software,18.12,17.76
2020-05-13,Sink,StarGems,796.91,769.7
2020-05-13,Sink,Uranium,454.7,440.83
2020-05-13,Stan,Equipment,7.24,7.02
2020-05-13,Stan,Medicine,52.74,51.64
2020-05-13,Stan,Metals,4.04,3.98
2020-05-13,Stan,Software,30.75,29.98
2020-05-13,Stan,StarGems,1176.64,1143.45
2020-05-13,Stan,Uranium,526.59,514.97
2020-05-13,Task,Equipment,4.34,4.19
2020-05-13,Task,Medicine,39.88,38.05
2020-05-13,Task,Metals,4.17,4.06
2020-05-13,Task,Software,19.0,18.69
2020-05-13,Task,StarGems,877.29,854.02
2020-05-13,Task,Uranium,581.51,571.81
2020-05-13,York,Equipment,6.37,6.16
2020-05-13,York,Medicine,27.52,26.65
2020-05-13,York,Metals,2.31,2.25
2020-05-13,York,Software,23.22,22.71
2020-05-13,York,StarGems,1147.9,1116.14
2020-05-13,York,Uranium,569.17,560.66
2020-05-14,Sol,Equipment,7.16,6.94
2020-05-14,Sol,Medicine,39.75,38.6
2020-05-14,Sol,Metals,3.77,3.7
2020-05-14,Sol,Software,27.85,26.96
2020-05-14,Sol,StarGems,1104.84,1067.14
2020-05-14,Sol,Uranium,480.69,469.1
2020-05-14,Boyd,Equipment,8.7,8.45
2020-05-14,Boyd,Medicine,31.51,30.91
2020-05-14,Boyd,Metals,1.96,1.92
2020-05-14,Boyd,Software,26.6,26.17
2020-05-14,Boyd,StarGems,907.45,886.32
2020-05-14,Boyd,Uranium,365.74,354.84
2020-05-14,Fate,Equipment,6.36,6.21
2020-05-14,Fate,Medicine,38.58,37.95
2020-05-14,Fate,Metals,3.72,3.63
2020-05-14,Fate,Software,19.44,18.94
2020-05-14,Fate,StarGems,896.0,874.49
2020-05-14,Fate,Uranium,681.14,671.11
2020-05-14,Gaol,Equipment,4.64,4.55
2020-05-14,Gaol,Medicine,50.25,48.28
2020-05-14,Gaol,Metals,4.1,4.02
2020-05-14,Gaol,Software,21.03,20.3
2020-05-14,Gaol,StarGems,1040.39,1006.77
2020-05-14,Gaol,Uranium,619.0,605.13
2020-05-14,Hook,Equipment,3.81,3.66
2020-05-14,Hook,Medicine,72.69,71.12
2020-05-14,Hook,Metals,3.39,3.33
2020-05-14,Hook,Software,19.84,19.22
2020-05-14,Hook,StarGems,1309.6,1283.06
2020-05-14,Hook,Uranium,617.44,598.14
2020-05-14,Ivan,Equipment,5.79,5.58
2020-05-14,Ivan,Medicine,38.32,37.7
2020-05-14,Ivan,Metals,3.15,3.1
2020-05-14,Ivan,Software,22.4,21.91
2020-05-14,Ivan,StarGems,992.66,951.56
2020-05-14,Ivan,Uranium,492.53,487.53
2020-05-14,Kirk,Equipment,7.31,7.05
2020-05-14,Kirk,Medicine,42.35,41.31
2020-05-14,Kirk,Metals,3.74,3.66
2020-05-14,Kirk,Software,20.11,19.55
2020-05-14,Kirk,StarGems,1061.05,1024.58
2020-05-14,Kirk,Uranium,425.57,413.99
2020-05-14,Kris,Equipment,6.97,6.75
2020-05-14,Kris,Medicine,43.7,43.12
2020-05-14,Kris,Metals,4.51,4.36
2020-05-14,Kris,Software,19.6,19.21
2020-05-14,Kris,StarGems,1547.29,1519.14
2020-05-14,Kris,Uranium,559.85,544.4
2020-05-14,Quin,Equipment,7.44,7.29
2020-05-14,Quin,Medicine,29.22,28.55
2020-05-14,Quin,Metals,2.62,2.56
2020-05-14,Quin,Software,13.32,12.93
2020-05-14,Quin,StarGems,1215.51,1204.94
2020-05-14,Quin,Uranium,529.87,510.05
2020-05-14,Reef,Equipment,9.61,9.4
2020-05-14,Reef,Medicine,48.83,47.39
2020-05-14,Reef,Metals,3.43,3.3
2020-05-14,Reef,Software,24.01,23.45
2020-05-14,Reef,StarGems,1001.15,977.38
2020-05-14,Reef,Uranium,593.74,575.17
2020-05-14,Sand,Equipment,4.63,4.58
2020-05-14,Sand,Medicine,33.31,32.82
2020-05-14,Sand,Metals,2.68,2.61
2020-05-14,Sand,Software,16.66,16.12
2020-05-14,Sand,StarGems,1238.3,1193.47
2020-05-14,Sand,Uranium,376.98,369.77
2020-05-14,Sink,Equipment,6.27,6.09
2020-05-14,Sink,Medicine,26.23,25.54
2020-05-14,Sink,Metals,2.25,2.18
2020-05-14,Sink,Software,18.16,17.5
2020-05-14,Sink,StarGems,809.18,790.76
2020-05-14,Sink,Uranium,453.43,438.75
2020-05-14,Stan,Equipment,7.06,6.93
2020-05-14,Stan,Medicine,53.16,51.65
2020-05-14,Stan,Metals,3.98,3.9
2020-05-14,Stan,Software,28.81,28.58
2020-05-14,Stan,StarGems,1154.42,1129.47
2020-05-14,Stan,Uranium,550.32,532.76
2020-05-14,Task,Equipment,4.51,4.34
2020-05-14,Task,Medicine,38.92,37.99
2020-05-14,Task,Metals,4.25,4.13
2020-05-14,Task,Software,19.01,18.7
2020-05-14,Task,StarGems,863.13,832.09
2020-05-14,Task,Uranium,585.57,577.95
2020-05-14,York,Equipment,6.63,6.38
2020-05-14,York,Medicine,27.25,26.66
2020-05-14,York,Metals,2.23,2.18
2020-05-14,York,Software,23.6,23.28
2020-05-14,York,StarGems,1131.36,1096.46
2020-05-14,York,Uranium,558.57,546.32
2020-05-15,Sol,Equipment,6.98,6.86
2020-05-15,Sol,Medicine,38.06,37.78
2020-05-15,Sol,Metals,3.89,3.76
2020-05-15,Sol,Software,27.9,27.6
2020-05-15,Sol,StarGems,1052.37,1033.54
2020-05-15,Sol,Uranium,475.37,465.89
2020-05-15,Boyd,Equipment,8.77,8.61
2020-05-15,Boyd,Medicine,31.58,30.8
2020-05-15,Boyd,Metals,2.03,1.98
2020-05-15,Boyd,Software,26.73,26.42
2020-05-15,Boyd,StarGems,901.27,884.22
2020-05-15,Boyd,Uranium,368.06,356.47
2020-05-15,Fate,Equipment,6.44,6.31
2020-05-15,Fate,Medicine,38.96,38.01
2020-05-15,Fate,Metals,3.67,3.55
2020-05-15,Fate,Software,19.19,18.74
2020-05-15,Fate,StarGems,880.3,866.46
2020-05-15,Fate,Uranium,715.32,693.37
2020-05-15,Gaol,Equipment,4.61,4.5
2020-05-15,Gaol,Medicine,48.08,46.97
2020-05-15,Gaol,Metals,4.1,4.03
2020-05-15,Gaol,Software,20.56,20.29
2020-05-15,Gaol,StarGems,1017.46,1001.51
2020-05-15,Gaol,Uranium,624.23,608.54
2020-05-15,Hook,Equipment,3.7,3.63
2020-05-15,Hook,Medicine,72.56,70.88
2020-05-15,Hook,Metals,3.52,3.38
2020-05-15,Hook,Software,20.5,19.79
2020-05-15,Hook,StarGems,1325.94,1289.61
2020-05-15,Hook,Uranium,614.21,597.46
2020-05-15,Ivan,Equipment,5.77,5.57
2020-05-15,Ivan,Medicine,37.45,37.21
2020-05-15,Ivan,Metals,3.16,3.08
2020-05-15,Ivan,Software,21.79,21.29
2020-05-15,Ivan,StarGems,989.46,953.81
2020-05-15,Ivan,Uranium,507.81,486.48
2020-05-15,Kirk,Equipment,7.4,7.22
2020-05-15,Kirk,Medicine,40.85,39.65
2020-05-15,Kirk,Metals,3.88,3.78
2020-05-15,Kirk,Software,20.42,19.75
2020-05-15,Kirk,StarGems,1051.32,1032.07
2020-05-15,Kirk,Uranium,419.69,411.6
2020-05-15,Kris,Equipment,6.76,6.64
2020-05-15,Kris,Medicine,42.89,41.76
2020-05-15,Kris,Metals,4.48,4.39
2020-05-15,Kris,Software,19.01,18.64
2020-05-15,Kris,StarGems,1617.33,1586.62
2020-05-15,Kris,Uranium,565.72,550.68
2020-05-15,Quin,Equipment,7.35,7.12
2020-05-15,Quin,Medicine,29.81,28.73
2020-05-15,Quin,Metals,2.6,2.53
2020-05-15,Quin,Software,13.01,12.67
2020-05-15,Quin,StarGems,1214.29,1204.19
2020-05-15,Quin,Uranium,510.2,495.25
2020-05-15,Reef,Equipment,9.72,9.48
2020-05-15,Reef,Medicine,49.9,48.54
2020-05-15,Reef,Metals,3.41,3.35
2020-05-15,Reef,Software,23.7,23.11
2020-05-15,Reef,StarGems,996.51,968.47
2020-05-15,Reef,Uranium,584.47,577.03
2020-05-15,Sand,Equipment,4.7,4.63
2020-05-15,Sand,Medicine,34.36,33.37
2020-05-15,Sand,Metals,2.75,2.66
2020-05-15,Sand,Software,16.53,16.09
2020-05-15,Sand,StarGems,1216.15,1191.99
2020-05-15,Sand,Uranium,389.38,377.58
2020-05-15,Sink,Equipment,6.1,5.99
2020-05-15,Sink,Medicine,26.0,25.35
2020-05-15,Sink,Metals,2.19,2.14
2020-05-15,Sink,Software,17.89,17.11
2020-05-15,Sink,StarGems,814.04,789.79
2020-05-15,Sink,Uranium,454.7,437.37
2020-05-15,Stan,Equipment,6.93,6.77
2020-05-15,Stan,Medicine,53.43,52.72
2020-05-15,Stan,Metals,3.97,3.86
2020-05-15,Stan,Software,28.82,28.24
2020-05-15,Stan,StarGems,1127.75,1117.42
2020-05-15,Stan,Uranium,540.83,523.75
2020-05-15,Task,Equipment,4.38,4.3
2020-05-15,Task,Medicine,39.78,38.6
2020-05-15,Task,Metals,4.29,4.24
2020-05-15,Task,Software,19.87,19.12
2020-05-15,Task,StarGems,870.99,843.36
2020-05-15,Task,Uranium,596.33,581.62
2020-05-15,York,Equipment,6.51,6.41
2020-05-15,York,Medicine,27.89,27.07
2020-05-15,York,Metals,2.24,2.19
2020-05-15,York,Software,24.33,23.55
2020-05-15,York,StarGems,1120.31,1094.95
2020-05-15,York,Uranium,561.45,544.87
2020-05-16,Sol,Equipment,7.08,6.95
2020-05-16,Sol,Medicine,37.85,37.26
2020-05-16,Sol,Metals,4.02,3.91
